"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2013-06-01","200.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2013-07-01","216.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2013-08-01","228.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2013-09-01","211.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2013-10-01","219.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2013-11-01","198.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2013-12-01","163.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-01-01","243.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-02-01","231.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-03-01","243.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-04-01","239.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-05-01","249.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-06-01","240.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-07-01","284.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-08-01","252.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-09-01","258.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-10-01","226.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-11-01","182.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2014-12-01","171.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-01-01","224.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-02-01","222.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-03-01","250.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-04-01","220.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-05-01","220.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-06-01","226.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-07-01","256.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-08-01","216.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-09-01","201.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-10-01","233.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-11-01","211.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2015-12-01","159.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-01-01","252.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-02-01","224.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-03-01","240.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-04-01","227.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-05-01","271.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-06-01","249.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-07-01","274.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-08-01","284.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-09-01","287.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-10-01","264.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-11-01","261.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2016-12-01","189.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-01-01","281.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-02-01","276.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-03-01","319.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-04-01","281.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-05-01","347.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-06-01","306.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-07-01","340.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-08-01","387.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-09-01","332.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-10-01","338.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-11-01","322.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2017-12-01","222.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-01-01","332.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-02-01","337.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-03-01","327.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-04-01","340.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-05-01","367.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-06-01","336.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-07-01","392.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-08-01","427.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-09-01","391.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-10-01","395.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-11-01","327.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2018-12-01","233.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-01-01","396.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-02-01","353.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-03-01","336.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-04-01","344.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-05-01","409.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-06-01","304.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-07-01","391.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-08-01","380.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-09-01","348.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-10-01","348.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-11-01","288.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2019-12-01","257.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-01-01","386.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-02-01","315.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-03-01","275.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-04-01","136.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-05-01","255.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-06-01","369.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-07-01","360.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-08-01","335.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-09-01","413.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-10-01","373.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-11-01","381.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2020-12-01","276.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Primary","Primary","2021-01-01","409.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2007-05-01","100.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2007-06-01"," 92.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2007-07-01","102.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2007-08-01","106.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2007-09-01"," 98.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2007-10-01","100.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2007-11-01"," 90.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2007-12-01"," 60.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-01-01","102.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-02-01","104.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-03-01"," 97.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-04-01","101.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-05-01","107.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-06-01"," 95.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-07-01"," 98.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-08-01"," 88.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-09-01"," 88.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-10-01"," 77.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-11-01"," 60.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2008-12-01"," 42.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-01-01"," 60.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-02-01"," 54.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-03-01"," 53.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-04-01"," 52.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-05-01"," 55.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-06-01"," 54.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-07-01"," 61.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-08-01"," 60.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-09-01"," 64.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-10-01"," 68.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-11-01"," 61.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2009-12-01"," 43.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-01-01"," 76.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-02-01"," 73.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-03-01"," 86.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-04-01"," 77.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-05-01"," 78.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-06-01"," 78.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-07-01"," 82.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-08-01"," 81.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-09-01"," 78.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-10-01"," 77.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-11-01"," 73.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2010-12-01"," 54.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-01-01"," 86.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-02-01"," 82.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-03-01"," 87.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-04-01"," 83.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-05-01"," 92.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-06-01"," 88.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-07-01"," 85.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-08-01"," 96.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-09-01"," 93.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-10-01"," 82.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-11-01"," 77.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2011-12-01"," 56.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-01-01"," 86.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-02-01"," 88.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-03-01"," 93.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-04-01"," 78.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-05-01"," 99.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-06-01"," 90.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-07-01"," 97.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-08-01"," 97.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-09-01"," 90.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-10-01"," 87.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-11-01"," 78.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2012-12-01"," 51.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-01-01"," 92.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-02-01"," 89.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-03-01"," 94.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-04-01"," 94.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-05-01","100.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-06-01"," 90.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-07-01","103.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-08-01","103.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-09-01","100.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-10-01","100.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-11-01"," 93.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2013-12-01"," 61.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-01-01","113.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-02-01","103.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-03-01","107.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-04-01","101.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-05-01","114.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-06-01","109.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-07-01","118.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-08-01","111.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-09-01","117.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-10-01","109.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-11-01"," 91.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2014-12-01"," 69.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-01-01","111.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-02-01","103.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-03-01","110.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-04-01","103.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-05-01","110.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-06-01","113.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-07-01","120.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-08-01","112.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-09-01","113.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-10-01","112.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-11-01","101.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2015-12-01"," 70.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-01-01","117.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-02-01","112.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-03-01","117.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-04-01","110.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-05-01","123.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-06-01","115.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-07-01","121.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-08-01","135.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-09-01","129.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-10-01","120.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-11-01","113.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2016-12-01"," 80.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-01-01","126.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-02-01","122.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-03-01","140.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-04-01","110.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-05-01","140.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-06-01","129.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-07-01","124.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-08-01","137.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-09-01","118.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-10-01","119.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-11-01","113.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2017-12-01"," 76.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-01-01","134.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-02-01","124.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-03-01","130.1","Index","12-02-21"
